record_id,source_file,chunk_id,instruction_template_id,instruction,response_words
178,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0191,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
179,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0759,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
180,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0158,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
181,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0268,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
182,microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0008,2,Extract the important support-engineer actions described in this corpus section.,350
183,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0076,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
184,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0147,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
185,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0017,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
186,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0044,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
187,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0291,2,Extract the important support-engineer actions described in this corpus section.,350
188,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0070,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
189,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0550,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
190,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0174,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
191,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0818,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
192,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0112,2,Extract the important support-engineer actions described in this corpus section.,350
193,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0330,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
194,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0202,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
195,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0133,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
196,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0047,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
197,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0231,2,Extract the important support-engineer actions described in this corpus section.,350
198,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0372,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
199,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0052,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
200,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0200,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
201,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0282,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
202,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0016,2,Extract the important support-engineer actions described in this corpus section.,350
203,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0021,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
204,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0243,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
205,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0767,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
206,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0108,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
207,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0381,2,Extract the important support-engineer actions described in this corpus section.,350
208,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0024,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
209,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0177,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
210,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0559,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
211,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0265,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
212,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0431,2,Extract the important support-engineer actions described in this corpus section.,350
213,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0531,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
214,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0003,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
215,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0883,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
216,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0288,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
217,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0199,2,Extract the important support-engineer actions described in this corpus section.,350
218,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0033,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
219,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0148,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
220,microsoft_intune_enrollment_options.txt,microsoft_intune_enrollment_options.txt_chunk_0006,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
221,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0093,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
222,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0031,2,Extract the important support-engineer actions described in this corpus section.,350
223,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0924,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
224,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0216,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
225,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0577,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
226,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0073,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
227,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0141,2,Extract the important support-engineer actions described in this corpus section.,350
228,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0194,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
229,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0357,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
230,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0441,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
231,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0310,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
232,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0013,2,Extract the important support-engineer actions described in this corpus section.,350
233,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0046,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
234,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0042,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
235,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0569,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
236,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0152,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
237,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0410,2,Extract the important support-engineer actions described in this corpus section.,350
238,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0426,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
239,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0910,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
240,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0036,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
241,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0588,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
242,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0240,2,Extract the important support-engineer actions described in this corpus section.,350
243,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0014,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
244,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0273,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
245,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0238,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
246,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0032,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
247,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0343,2,Extract the important support-engineer actions described in this corpus section.,350
248,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0328,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
249,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0275,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
250,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0626,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
251,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0059,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
252,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0007,2,Extract the important support-engineer actions described in this corpus section.,350
253,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0174,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
254,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0028,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
255,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0263,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
256,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0054,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
257,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0244,2,Extract the important support-engineer actions described in this corpus section.,350
258,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0145,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
259,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0018,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
260,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0371,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
261,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0125,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
262,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0829,2,Extract the important support-engineer actions described in this corpus section.,350
263,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0096,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
264,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0198,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
265,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0009,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
266,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0125,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
267,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0234,2,Extract the important support-engineer actions described in this corpus section.,350
268,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0749,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
269,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0346,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
270,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0303,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
271,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0056,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
272,nist_sp800_61r3_incident_response.txt,nist_sp800_61r3_incident_response.txt_chunk_0040,2,Extract the important support-engineer actions described in this corpus section.,350
273,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0171,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
274,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0262,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
275,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0293,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
276,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0248,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
277,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0270,2,Extract the important support-engineer actions described in this corpus section.,350
278,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0191,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
279,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0269,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
280,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0305,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
281,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0260,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
282,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0138,2,Extract the important support-engineer actions described in this corpus section.,350
283,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0823,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
284,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0525,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
285,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0251,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
286,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0591,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
287,redhat_rhel7_system_administrators_guide.txt,redhat_rhel7_system_administrators_guide.txt_chunk_0113,2,Extract the important support-engineer actions described in this corpus section.,350
288,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0281,3,Rewrite this corpus section as concise operational guidance for an IT support analyst.,350
289,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0229,4,Identify the main troubleshooting or incident-resolution points from this corpus section.,350
290,redhat_rhel7_storage_administration_guide.txt,redhat_rhel7_storage_administration_guide.txt_chunk_0085,5,Create a clear Tier-1/Tier-2 helpdesk knowledge-base note from this corpus section.,350
291,ubuntu_server_documentation.txt,ubuntu_server_documentation.txt_chunk_0592,1,Summarize the key IT helpdesk guidance from this domain corpus section.,350
